brand,store_name,banner_stated,format,status,street,city,state,zip,phone,venue,source_url,format_basis,flag,correction,captured_on,source_file
Peter Millar,Tysons Galleria,,own-door,open,"2001 International Dr, B18",McLean,VA,22102,,Tysons Galleria,https://stores.petermillar.com,master store_type=standard (pre-recapture),,,2026-08-23,locations_2026-08-29.csv
Prada,,,own-door,open,"7014 East Camelback Road, Suite 1065",Scottsdale,AZ,85251,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,343 North Rodeo Drive,Beverly Hills,CA,90210,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,6600 Topanga Canyon Boulevard,Canoga Park,CA,91303,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"3333 Bristol Street, Suite 2623",Costa Mesa,CA,92626,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"8500 Beverly Blvd, Suite 739",Los Angeles,CA,90048,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"7007 Friars Road, Suite 343A",San Diego,CA,92108,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"2855 Stevens Creek Boulevard, Suite A241",Santa Clara,CA,95050,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,312 South Galena Street,Aspen,CO,81611,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"19575 Biscayne Boulevard, space 559",Aventura,FL,33180,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"9700 Collins Avenue, Suite 180/182",Bal Harbour,FL,33154,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,152 North East 41st Street,Miami,FL,33137,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"4200 Conroy Road, Suite P279",Orlando,FL,32839,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"3393 Peachtree Road NE, Lenox Square",Atlanta,GA,30326,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"1450 Ala Moana Boulevard, Suite 2075",Honolulu,HI,96814,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"1450 Ala Moana Boulevard, Suite 2086",Honolulu,HI,96814,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,2174 Kalakaua Avenue,Honolulu,HI,96815,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"3750 Wailea Alanui Drive, Suite EW-24",Wailea,HI,96753,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,30 East Oak Street,Chicago,IL,60611,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,2800 West Big Beaver Road,Troy,MI,48084,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"1200 Morris Turnpike, Suite 214",Short Hills,NJ,07078,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"3131 Las Vegas Boulevard South, Suite 100",Las Vegas,NV,89109,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,3500 South Las Vegas Boulevard,Las Vegas,NV,89109,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"3600 South Las Vegas Boulevard, #22",Las Vegas,NV,89109,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"3720 South Las Vegas Blvd, Suite 110",Las Vegas,NV,89158,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,2 Newtown Lane,East Hampton,NY,11937,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,2000 Northern Boulevard,Manhasset,NY,11030,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,575 Broadway,New York,NY,10012,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,724 Fifth Avenue,New York,NY,10019,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,841 Madison Avenue,New York,NY,10021,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,8687 North Central Expressway,Dallas,TX,75225,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,"5085 Westheimer Road, suite B2580",Houston,TX,77056,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,2001 International Drive,McLean,VA,22102,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Prada,,,own-door,open,11111 Northeast 8th Street,Bellevue,WA,98004,,,https://www.prada.com/us/en/store-locator.html,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Proper Cloth,,,own-door,open,1307 New York Ave,Washington,DC,20005,,,https://propercloth.com/showrooms,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Proper Cloth,,,own-door,open,15 E Oak St,Chicago,IL,60611,,,https://propercloth.com/showrooms,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Proper Cloth,,,own-door,open,495 Broadway,New York,NY,10012,,,https://propercloth.com/showrooms,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Proper Cloth,,,own-door,open,681 5th Ave,New York,NY,10022,,,https://propercloth.com/showrooms,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Purple Brand,New York Flagship,,own-door,open,50 Howard Street,New York,NY,10013,+1 917-599-0073,,https://purple-brand.com/pages/stores,brand-stated: /pages/stores (own doors) separate from /pages/stockists,"Card titled New York Flagship; map pin resolves to ""Purple Brand SOHO Store"" — same door.",,2026-09-05,purple_brand_classified_2026-09-05.csv
Purple Brand,Houston,,own-door,open,5085 Westheimer Road - Suite #B2516,Houston,TX,77056,+1 346-324-5924,The Galleria,https://purple-brand.com/pages/stores,brand-stated: /pages/stores (own doors) separate from /pages/stockists,,,2026-09-05,purple_brand_classified_2026-09-05.csv
Rag & Bone,,,own-door,open,15147 N. Scottsdale Rd.,Scottsdale,AZ,85254,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,567 Newport Center Drive,Newport Beach,CA,92660,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,29 W Colorado Blvd,Pasadena,CA,91105,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,2060 Fillmore St,San Francisco,CA,94115,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,"2855 Stevens Creek Blvd, Suite 1630",Santa Clara,CA,95050,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,1118 Abbot Kinney Blvd,Venice,CA,90291,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,8533 Melrose Ave,West Hollywood,CA,90069,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,433 E Hyman Ave,Aspen,CO,81611,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,3015 E 2nd Ave,Denver,CO,80206,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,244 Greenwich Ave,Greenwich,CT,06830,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,3061 M St NW,Washington,DC,20007,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,3067 M St NW,Washington,DC,20007,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,3814 NE 1st Ave,Miami,FL,33137,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,1622 W. Snow Ave.,Tampa,FL,33606,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,258 Buckhead Ave,Atlanta,GA,30305,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,25 E. Delaware Pl,Chicago,IL,60611,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,1515 Sheridan Rd,Wilmette,IL,60091,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,111 Newbury St,Boston,MA,02116,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,72 Pier 4 Blvd,Boston,MA,02210,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,106 S Old Woodward Ave,Birmingham,MI,48009,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,6822 Phillips Pl Ct,Charlotte,NC,28210,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,1 American Dream Way,East Rutherford,NJ,07073,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,160 Court St,Brooklyn,NY,11201,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,46 Newtown Ln,East Hampton,NY,11937,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,2108A Northern Blvd,Manhasset,NY,11030,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,11 E 68th St,New York,NY,10065,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,119 Mercer St,New York,NY,10012,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,228 W Broadway,New York,NY,10013,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,360 W 33rd Street,New York,NY,10001,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,425 W 13th St,New York,NY,10014,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,95 Main Street,Sag Harbor,NY,11963,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,1601 Walnut St,Philadelphia,PA,19102,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,363 King St.,Charleston,SC,29403,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,2803 12th Ave South,Nashville,TN,37204,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,1009 S Congress Ave,Austin,TX,78704,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,1011 S Congress Ave,Austin,TX,78704,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,3010 North Henderson Ave,Dallas,TX,75206,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rag & Bone,,,own-door,open,5115 Westheimer Rd,Houston,TX,77056,,,https://www.rag-bone.com/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,Scottsdale Quarter,,own-door,open,15257 N Scottsdale Rd,Scottsdale,AZ,85254,,Scottsdale Quarter,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,Manhattan Village,,own-door,open,"3200 N Sepulveda Blvd, S110",Manhattan Beach,CA,90266,,Manhattan Village,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,Fashion Island,,own-door,open,1083 Newport Center Dr,Newport Beach,CA,92660,,Fashion Island,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,Stanford Shopping Center,,own-door,open,180 El Camino Real,Palo Alto,CA,94304,,Stanford Shopping Center,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,,,own-door,open,541 Hayes St,San Francisco,CA,94102,,,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,,,own-door,open,3239 M St NW,Washington,DC,20007,,,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,Buckhead Village,,own-door,open,270 NE Buckhead Ave,Atlanta,GA,30305,,Buckhead Village,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,,,own-door,open,841 W Armitage Ave,Chicago,IL,60614,,,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,,,own-door,open,900 N Rush St,Chicago,IL,60611,,,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,,,own-door,open,140 Newbury St,Boston,MA,02116,,,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,Bethesda Row,,own-door,open,4852 Bethesda Ave,Bethesda,MD,20814,,Bethesda Row,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,,,own-door,open,15 Prince St,New York,NY,10012,,,https://www.rails.com/pages/stores,master store_type=mens_only (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,,,own-door,open,54 Greene St,New York,NY,10013,,,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,Ashwood 12 South,,own-door,open,2212 12th Ave South,Nashville,TN,37204,,Ashwood 12 South,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,The Domain Northside,,own-door,open,11621 Rock Rose Ave,Austin,TX,78758,,The Domain Northside,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Rails,Montrose Collective,,own-door,open,888 Westheimer Rd,Houston,TX,77006,,Montrose Collective,https://www.rails.com/pages/stores,master store_type=standard (pre-recapture),,,2026-08-24,locations_2026-08-29.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,2502 East Camelback Road,Phoenix,AZ,85016,602.952.0155,,https://www.ralphlauren.com/locations/US/Phoenix/818,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,444 North Rodeo Dr,Beverly Hills,CA,90210,310.281.7200,,https://www.ralphlauren.com/locations/US/Beverly%20Hills/831,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,3333 Bristol Street,Costa Mesa,CA,92626,714.556.7656,,https://www.ralphlauren.com/locations/US/Costa%20Mesa/873,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,7830 Girard Avenue,La Jolla,CA,92037,858.459.0554,,https://www.ralphlauren.com/locations/US/La%20Jolla/817,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"10250 Santa Monica Blvd, Suite 1945",Los Angeles,CA,90067,310.857.2482,,https://www.ralphlauren.com/locations/US/Los%20Angeles/8053,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"189 The Grove Drive, K20",Los Angeles,CA,90036,323.200.9692,,https://www.ralphlauren.com/locations/US/Los%20Angeles/8108,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Polo Ralph Lauren,Polo Ralph Lauren,own-door,open,8500 Beverly Boulevard,Los Angeles,CA,90048,310.652.6074,,https://www.ralphlauren.com/locations/US/Los%20Angeles/8037,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"401 Newport Center Drive, Suite 201A",Newport Beach,CA,92660,+19496294446,,https://www.ralphlauren.com/locations/US/Newport%20Beach/8081,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,73-080 El Paseo,Palm Desert,CA,92260,760.340.2023,,https://www.ralphlauren.com/locations/US/Palm%20Desert/835,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,383A Stanford Shopping Center,Palo Alto,CA,94304,+16503701114,,https://www.ralphlauren.com/locations/US/Palo%20Alto/8083,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Polo Ralph Lauren,Polo Ralph Lauren,own-door,open,441 Jackson St,San Francisco,CA,94111,415.376.2177,,https://www.ralphlauren.com/locations/US/San%20Francisco/8070,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,501 East Cooper Avenue,Aspen,CO,81611,970.925.5147,,https://www.ralphlauren.com/locations/US/Aspen/874,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Polo Ralph Lauren,Polo Ralph Lauren,own-door,open,51 Elm Street,New Canaan,CT,06840,203.972.3114,,https://www.ralphlauren.com/locations/US/New%20Canaan/852,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Polo Ralph Lauren,Polo Ralph Lauren,own-door,open,1245 Wisconsin Avenue,Washington,DC,20007,202.965.0905,,https://www.ralphlauren.com/locations/US/Washington/813,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"19501 Biscayne Boulevard, Suite 147",Aventura,FL,33180,305.690.0532,,https://www.ralphlauren.com/locations/US/Aventura/8054,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"9700 Collins Avenue, Suite 238",Bal Harbour,FL,33154,305.602.8896,,https://www.ralphlauren.com/locations/US/Bal%20Harbour/8047,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,170 NE 40th Street,Miami,FL,33137,(786) 826-9199,,https://www.ralphlauren.com/locations/US/Miami/8073,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"5485 Tamiami Trail, Suite # D - 1",Naples,FL,34108,239.597.1417,,https://www.ralphlauren.com/locations/US/Naples/8041,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,300 Worth Avenue,Palm Beach,FL,33480,561.651.3900,,https://www.ralphlauren.com/locations/US/Palm%20Beach/827,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,1609 W. Snow Avenue,Tampa,FL,33606,+18135021116,,https://www.ralphlauren.com/locations/US/Tampa/8103,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"3393 Peachtree Rd. NE, Unit 3086",Atlanta,GA,30326,404.445.7670,,https://www.ralphlauren.com/locations/US/Atlanta/8056,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,750 N Michigan Avenue,Chicago,IL,60611,+13122801655,,https://www.ralphlauren.com/locations/US/Chicago/828,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"630 Oakbrook Center, Suite 630",Oak Brook,IL,60523,630.478.0556,,https://www.ralphlauren.com/locations/US/Oak%20Brook/8052,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"70 Pier 4 Blvd., Suite 240",Boston,MA,02110,+16174585585,,https://www.ralphlauren.com/locations/US/Boston/8107,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Polo Ralph Lauren,Polo Ralph Lauren,own-door,open,"800 Boylston St, Suite 125-127",Boston,MA,02199,617.236.0491,,https://www.ralphlauren.com/locations/US/Boston/8065,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,93-95 Newbury Street,Boston,MA,02116,617.424.1124,,https://www.ralphlauren.com/locations/US/Boston/838,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Polo Ralph Lauren,Polo Ralph Lauren,own-door,open,16 Main Street,Nantucket,MA,02554,508.228.9451,,https://www.ralphlauren.com/locations/US/Nantucket/859,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,"2801 West Big Beaver Road, C-117",Troy,MI,48084,248.509.8907,,https://www.ralphlauren.com/locations/US/Troy/8055,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Polo Ralph Lauren,Polo Ralph Lauren,own-door,open,"10 Southdale Center, Suite #2658",Edina,MN,55435,952.697.7656,,https://www.ralphlauren.com/locations/US/Edina/8078,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,6822-A Phillips Place Court,Charlotte,NC,28210,704.887.9154,,https://www.ralphlauren.com/locations/US/Charlotte/8068,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Polo Ralph Lauren,Polo Ralph Lauren,own-door,open,54 Nassau Street,Princeton,NJ,08542,609.497.6441,,https://www.ralphlauren.com/locations/US/Princeton/864,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,1200 Morris Turnpike,Short Hills,NJ,07078,973.467.4680,,https://www.ralphlauren.com/locations/US/Short%20Hills/812,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Polo Ralph Lauren,Polo Ralph Lauren,own-door,open,3500 S Las Vegas Blvd,Las Vegas,NV,89109,702.734.0030,,https://www.ralphlauren.com/locations/US/Las%20Vegas/8024,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
Ralph Lauren,Ralph Lauren,Ralph Lauren,own-door,open,31-33 Main Street,East Hampton,NY,11937,+16313241222,,https://www.ralphlauren.com/locations/US/East%20Hampton/819,"brand-stated: locator type label, verbatim",,,2026-09-05,ralph_lauren_classified_2026-09-05.csv
