brand,tee_low,tee_high,polo_low,polo_high,dress_shirt_low,dress_shirt_high,jeans_low,jeans_high,dress_pants_low,dress_pants_high,sweater_low,sweater_high,outerwear_low,outerwear_high,shoes_low,shoes_high,not_a_staple,search_url,store_used,currency_basis,status,source,note
Dior,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,1500,5400,2300,7000,870,1500,-,SKIP,https://www.dior.com/en_us,USD,complete,https://www.dior.com/en_us/fashion/mens-fashion/ready-to-wear/knitwear-sweatshirts | https://www.dior.com/en_us/fashion/mens-fashion/ready-to-wear/outerwear | https://www.dior.com/en_us/fashion/mens-fashion/shoes/loafers | https://www.dior.com/en_us/fashion/products/693M626A6005_C082 | https://www.dior.com/en_us/fashion/products/643M644A1D87_C983 | https://www.dior.com/en_us/fashion/products/683M652A0014_C988 | https://www.dior.com/en_us/fashion/products/683M650A7020_C688 | https://www.dior.com/en_us/fashion/products/643M628A9E80_C888,"Read from each category page's embedded listing data (__NEXT_DATA__), which carries every article the page counts: knitwear 78 of 78, outerwear 97 of 97, loafers page 47 of 47 (33 loafers); USD, no multi-price flags; items tagged Runway or described as Fashion Show pieces excluded. Sweater: low CD Icon Round Neck Sweater $1500 (cashmere jersey; Cable-Knit Sweater green cotton $1500 is a Summer 2026 Fashion Show piece, excluded, same figure anyway), high Dior Blason Sweater Oversized Fit $5400 (55% silk 45% cotton, ribbed crew neck, no runway tag); if silk is not counted as elevated, high = Dior Byzance Sweater $3500 (wool-cashmere-silk, crew neck) and pure-cashmere high = Cable-Knit Sweater Fitted Silhouette $2700 (crew neck). Outerwear pair = Zipped Jacket: low Zipped Jacket Blue Cotton Twill $2300 (683D487A3062; Dior Colibri Zipped Jacket also $2300), high Zipped Jacket Navy Blue Lambskin $7000 (693L435A0017; other lambskin Zipped Jackets $5700, Dior Icons Zipped Jacket suede $6900); overshirts, capes, tailoring excluded; cheapest outerwear MKII Jacket $2100 has no elevated version. Shoes (loafer): low Dior Odeon Loafer black grained calfskin $870, high Dior Medaillon Loafer $1500 (Archie Loafer $1300); mules, boat shoes, derbies excluded."
Amiri,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,950,1150,850,3490,750,890,-,SKIP,https://amiri.com,USD,complete,https://amiri.com/products.json | https://amiri.com/collections.json | https://amiri.com/collections/mens-knitwear/products.json | https://amiri.com/collections/mens-knitwear-crewnecks/products.json | https://amiri.com/collections/mens-outerwear/products.json | https://amiri.com/collections/mens-loafers/products.json | https://amiri.com/collections/mens-footwear/products.json | https://amiri.com/products/ma-slip-on-loafer-black-1,"range outerwear | Sweater: men's crewneck collection has 3 products only: low MA Sweater Black/Dark Brown $950 (100% virgin wool), high Smoking Wolf Sweater Alabaster $1150 (90% wool 10% cashmere, the only cashmere-blend crewneck; no pure-cashmere crewneck in current range). range outerwear: no jacket style sold in both entry and elevated material (Sport Windbreaker $1090 vs Sport Leather Jacket $2490 are different styles), so plain men's jacket range: low Amiri Track Jacket $850, high Floral Flock Embellished Blouson $3490 (Faux Fur Blouson $3390, Vintage Cut Leather Jacket $2790, Sport Leather Jacket $2490); blazers, tuxedo, zip hoodies excluded; if embellished blouson is treated as a show piece the high is $3390. Shoes: mens-loafers collection 5 items, low Slip On Loafer Black / Slip On Gum Loafer Beige $750, high MA Slip On Loafer Black $890 (variant listing at $850 also exists; MA Chain Loafer $850). Feed: Shopify.currency USD rate 1.0, US country; root products.json 972 products, men's collections have no compare_at markdowns; storefront check MA Slip On Loafer page displays $890 = feed 890."
Rhude,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NONE,NONE,720,4110,495,495,Sweater,SKIP,https://rh-ude.com,USD,complete,https://rh-ude.com/products.json | https://rh-ude.com/collections.json | https://rh-ude.com/collections/outerwear | https://rh-ude.com/collections/outerwear/products.json | https://rh-ude.com/collections/luxe-knits/products.json | https://rh-ude.com/collections/loafers/products.json | https://rh-ude.com/collections/footwear-all/products.json | https://rh-ude.com/collections/sweaters/products.json,"range outerwear, shoes | Sweater NONE: no knit crewneck in current men's range; everything typed SWEATERS/CREWNECK is cotton fleece sweatshirts/hoodies (e.g. Classique Crewneck $350, 100% cotton); luxe-knits (listed count 106) and sweaters collections return 0 live products. range outerwear: no jacket style sold in both entry and elevated material, so plain men's outerwear collection range (21 products, page-displayed prices match feed): low Star Piping Raglan Track Jacket $720, high Blue Crocodile Pilot Jacket $4110 (100% leather); next Rhude Formal Varsity Jacket $2600, Traxedo Full-Zip $2150. range shoes: no loafers (loafers collection listed 26 but 0 live products); only own-label men's shoe is V2 Bandana sneaker $495, so low = high = 495. Feed: products.json 340 products, Shopify.currency USD rate 1.0, no markdowns in these items; storefront outerwear page displayed prices checked against feed. Excluded Rhude x Pirelli vendor items and women's."
Palm Angels,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,405,610,610,1095,225,610,-,SKIP,https://www.palmangels.com/en-us,USD,complete,https://www.palmangels.com/en-us/man/clothing/knitwear/ | https://www.palmangels.com/en-us/man/clothing/coats-and-jackets/ | https://www.palmangels.com/en-us/man/shoes/ | https://www.palmangels.com/en-us/man/clothing/knitwear/back-curved-logo-sweater-PMHE08BS26KNI0021003.html | https://www.palmangels.com/en-us/man/clothing/knitwear/curved-logo-knit-sweater-PMHE08BS26KNI0011025.html | https://www.palmangels.com/en-us/man/clothing/knitwear/big-neck-logo-sweater-PMHE08CS26KNI0011028.html,"range sweater, outerwear, shoes | Small current range; many items shown marked down in the main category listings, so full (struck-through) prices used. range sweater: no crewneck in an elevated fibre, so plain crewneck range (knitwear 10 of 10 read): low Back Curved Logo Sweater / Curved Logo Knit Sweater $405 full (on sale $203; 50% wool 50% polyacrylic, round/crew neck), high Big Neck Logo Sweater $610 full (on sale $305; 80% cotton 20% polyester); Curved Logo Tneck $525 excluded (turtleneck). range outerwear: no leather/suede/shearling outerwear; coats-and-jackets 8 of 8 read: low Curved Logo Vintage Track Windbreaker $610 full (on sale $397), high Hollywood Windbreaker Jacket $1095 (Classic Logo Track Down Jacket $1075, Classic Logo Track Jacket $660); overshirts and Logo 90 Track Jacket Shirt excluded. range shoes: no loafers; 14 of 14 men's shoes read: low Big Logo Sliders $225, high Palm Skate Sneakers $610 full (on sale $427); Palm Runner $580. Collaborations and kids excluded."
Golden Goose,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NC,NC,https://www.goldengoose.com/us/en,NC,partial,https://www.goldengoose.com/us/en/search?q=jeans | https://www.goldengoose.com/us/en/search?q=denim | https://www.goldengoose.com/us/en/search?q=sneakers | https://www.goldengoose.com/on/demandware.store/Sites-ggdb-na-Site/en_US/Search-Show?q=jeans,"search_url left NC: the site search form is GET /us/en/search?q= (form simpleSearch, field q) and returns 200, but on 2026-09-18 it returned NO RESULTS (0) for jeans, denim, jean, sneakers, jacket, hoodie, t-shirt, bag and men; only super-star returned products (40 tiles). Typing jeans into the header search box also gave no results. Candidate URL if the search index recovers: https://www.goldengoose.com/us/en/search?q= (fails the jeans/denim test today)."
Fear of God,SKIP,SKIP,NONE,NONE,695,875,SKIP,SKIP,SKIP,SKIP,990,1050,1150,3850,195,1250,Polo,SKIP,https://fearofgod.com,USD,complete,https://fearofgod.com/products.json | https://fearofgod.com/products/raglan-bomber-jacket-fg9m50-500lth-black,"range sweater, shoes | Main collection only (vendor Fear of God, Collection 9 / Spring 2026, men's; excluded ESSENTIALS diffusion line, Fear of God Athletics (adidas), Loungewear, New Era and DSYF collab items). Polo NONE for main line: only polo-named item is Sunfaded Half Zip Polo Sweatshirt $625 (sweatshirt); if ESSENTIALS is counted, short-sleeve polos are Heavy Jersey Cropped Polo $115 to Cropped Panelled Polo $125. Dress shirt (analogous rule): low Garment Dyed Cotton Relaxed Shirt $695 (= Wool Poplin Relaxed Shirt $695, snap buttons), high Cotton Wool Oxford Classic Shirt $875 (Easy Care Wool Classic $850); excluded Double Face Wool Cashmere Relaxed Shirt $1500 (described as overshirt), Leather Relaxed Shirt $3150 (calfskin, not woven), short-sleeve Mandarin shirt, Shirt Jacket. range sweater: no crewneck in an elevated fibre (no cashmere knit), so plain crewneck range: Wool Cotton Sport Mesh Knit Sweater $990 to Double Knit Linen Wool Cotton Crewneck Sweater $1050 (Henley $990 and half-zip $1150 excluded). Outerwear pair = bomber: Nylon Taffeta Padded Bomber Jacket $1150 to Leather Raglan Bomber Jacket $3850 (page displays $3,850 = feed; Leather 9 Raglan Bomber $3600). range shoes: no loafer in main line, so plain men's footwear range: The California 2.0 $195 (EVA slip-on) to Croc Printed Ankle Boot $1250 (Ballerino/Croc Printed Slippers $690, sneakers $550-695). Feed: products.json 737 products total (206 Fear of God vendor), Shopify.currency USD rate 1.0, no compare_at markdowns on these items."
Bode,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,600,1600,570,5000,690,1080,-,SKIP,https://bode.com,USD,complete,https://bode.com/products.json | https://bode.com/collections.json | https://bode.com/collections/mens-knitwear/products.json | https://bode.com/collections/mens-outerwear/products.json | https://bode.com/collections/mens-shoes/products.json | https://bode.com/products/pony-lasso-sweater-blue-multi | https://bode.com/products/edge-trim-pullover-brown,"range outerwear | Sweater: low Pony Lasso Sweater Blue Multi / Green Multi $600 (75% superwash wool, crew neck confirmed from product photo; page displays $600), high Cashmere Crewneck $1600 (100% cashmere, 6 colours); named crewnecks otherwise Merton Crewneck $750, Mossy Glen Crewneck $780; excluded Edge Trim Pullover $590 (tie-front neck opening), polos, cardigans; most Bode descriptions do not state neckline so a cheaper crew-necked novelty sweater cannot be fully ruled out. range outerwear: no clean entry/elevated pair (Car Coat inverted: Bullion Fringe Car Coat cotton $2500 vs Suede Car Coat $2300; Leather Tab Jacket $890 is 100% cotton), so plain men's outerwear range: low Nylon Track Jacket / Ripstop Track Jacket $570, high Continental Coat $5000 (100% leather; Bullion Fringe Opera Coat also $5000); suit jackets, overshirts, shirts, vests excluded, Daisy Sprig Pullover $528 excluded as a pullover top. Shoes (loafer = Bode House Shoe, typed Loafers): low Leather House Shoes Black/Brown $690 (= Suede House Shoes $690), high Needlepoint House Shoes $1080 (Bowtie House Shoes $820); Tassel Shoes $760 are lace-ups, excluded. Feed: products.json 2382 products (includes archive), so used men's collection feeds (knitwear 206 live of 274 listed, outerwear 246, shoes 35); Shopify.currency USD rate 1.0; no compare_at markdowns in these collections. One-of-a-kind items not considered."
Greg Lauren,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NONE,NONE,1250,3250,NONE,NONE,Sweater;Shoes,https://greglauren.com/search?q=,https://greglauren.com,USD,complete,https://greglauren.com/products.json | https://greglauren.com/collections.json | https://greglauren.com/collections/sweaters | https://greglauren.com/collections/sweaters/products.json | https://greglauren.com/collections/mens-outerwear-1/products.json | https://greglauren.com/products/fisherman-sweater-black | https://greglauren.com/products/fisherman-crop-gl1-black | https://greglauren.com/products/grey-knit-wool-gl1-grey | https://greglauren.com/products/army-shearling-gl1-army | https://greglauren.com/products/heather-crop-gl1-heather-grey | https://greglauren.com/search?q=jeans,"Sweater NONE: sweaters collection has 3 items: Zip Hoodie Army $1125 (hoodie), Fisherman Crop GL1 $2000 and Fisherman Sweater Black $2000 (sold out) - both open-front cardigans per product photos, 100% cotton; no crewneck pullover. Shoes NONE: no footwear anywhere in the 168-product feed or collections. Outerwear pair = GL1 jacket (house shawl-collar jacket): low Grey Knit Wool GL1 Grey $1250 (100% wool), high Army Shearling GL1 Army $3250 (100% shearling); cropped variant Heather Crop GL1 $1000 (cotton) not used as it is the crop cut; other GL1s $1795-3150 (Long Army Plaid, Herringbone/Black Wool GL1 Oliver $1850, Army Tent Long $2250, Herringbone GL1 Button Spine $3150). search_url tested with jeans: 52 results. Feed: Shopify.currency USD rate 1.0, 168 products, no compare_at markdowns; storefront displayed prices (search page) match feed."
Visvim,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,1280,1490,705,8400,765,2406,-,https://shop.visvim.com/search?keywords=,https://shop.visvim.com,USD,complete,"https://shop.visvim.com/men/mensclothing | https://shop.visvim.com/api/cacheable/items?commercecategoryurl=/men/mensclothing (same-origin listing feed, brand=visvim, categories Knit / Outerwear / Denim-JKT) | https://shop.visvim.com/api/cacheable/items?commercecategoryurl=/men/mensfootwear | https://shop.visvim.com/0121205012006 | https://shop.visvim.com/search?keywords=jeans | https://shop.visvim.com/search?keywords=denim","range outerwear, shoes | North American web store (NetSuite SuiteCommerce), USD; used the store's own same-origin listing feed filtered to brand visvim (excludes Contrary Dept, Subsequence, Indigo Camping Trailer, VISVIM SPORT, VISVIM MOTORS CLUB, WMV): men's clothing 872 items total, visvim knit 19, outerwear 115, denim jackets 12, men's footwear 111; single price per item, no markdown fields. Sweater: low Jumbo SB Knit L/S (SI/C) $1280 (52% cotton 48% silk, described as crewneck sweater), high Burrow Crew Knit $1490 (90% wool 10% cashmere, the only cashmere-blend crew); Amplus Fisherman Hand-Knit $2670 is a crewneck but 100% wool (would be high if fibre is ignored); Godfrey Knit L/S $1060 is a polo-collar knit (checked photo), Amplus Boatneck, turtleneck, V-neck, cardigans, vest excluded. range outerwear: no jacket style sold in both entry and elevated material (leather only as trims/sleeves), so plain range: low SS Kiyari Jkt Unwashed $705 (Social Sculpture denim jacket), high Winfield Coat $8400 (cotton with detachable sheepskin fur collar and liner); blazers, vests, coveralls, poncho, hoodie excluded. range shoes: no loafer (moccasin styles only), so plain men's visvim footwear range: low Kiefer Mid Forage $765, high Gornergrat Mid-Folk $2406; moccasins run FBT Tracker-Folk $780 to FBT Shaman-Folk $1605 / Cradle Moc-Folk $1470. search_url: jeans returns no results; denim returns 140 results (passed with denim)."
Tom Ford,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,1190,3750,1490,10390,1290,2350,-,SKIP,https://www.tomfordfashion.com/en-us,USD,complete,https://www.tomfordfashion.com/en-us/men/ready-to-wear/knitwear/?sz=200 | https://www.tomfordfashion.com/en-us/men/ready-to-wear/outerwear/?sz=200 | https://www.tomfordfashion.com/en-us/men/ready-to-wear/leather-jackets/?sz=200 | https://www.tomfordfashion.com/en-us/men/shoes/loafers/?sz=200,"Category pages with sz=200 (all tiles on one page): knitwear 45 of 45, outerwear 99 of 99, leather jackets 37 of 37, loafers 28 of 28; tile prices USD, none marked down. Sweater: low Fine Gauge Pure Wool Crew Neck KCL006 $1190, high Cashmere Crew Neck Sweater KCL078 $3750 (knit K-codes only); excluded jersey J-code items Cashmere Cotton Crew Neck JCL038 $3990 and Chiffon Layered Jersey Crew Neck $4990 (cut-and-sew jersey, not sweaters) and Organic Cotton Crew Neck Sweatshirt. Outerwear pair = denim trucker: low Selvedge Denim Icon Jacket $1490, high Brushed Suede Shearling Collar Trucker $10390 (Wale Cord Shearling Collar Trucker Jacket $5990; other Icon denim jackets $1850-1990); hoodies, knit zip-throughs and blazers excluded. Shoes (loafer): low Printed Croc Double T Hardware Oscar Loafer $1290 = Suede Sean Penny Loafer $1290, high Soft Printed Alligator Double T Hardware Gigi Loafer $2350 (Burnished Leather and Alligator Elkan $2250); slippers, ballet shoe and boat shoe excluded. Some tiles show colour-dependent ranges (e.g. Fine Gauge Cashmere Silk Polo $1,590 - $1,690); none of the figures used are ranges."
Zegna,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,1150,3990,3250,9990,1350,1890,-,SKIP,https://www.zegna.com/us-en,USD,complete,https://www.zegna.com/us-en/ready-to-wear/sweaters/?pageNumber=0..3 | https://www.zegna.com/us-en/ready-to-wear/coats-and-jackets/?pageNumber=0..1 | https://www.zegna.com/us-en/shoes/loafers/,"Category pages read page by page (40 per page, isSalesEnabled=false): sweaters 124 of 124 (45 crewnecks), coats-and-jackets 79 of 79, loafers 17 of 17; tile prices in USD. Sweater: low Black / Navy Blue Wool Crewneck $1150, high Vellus Aureum Crewneck (Dark Taupe, Light Taupe Melange) $3990 - Vellus Aureum is Zegna's ultra-fine wool line sold in the main range; if only cashmere counts as elevated, high = Light Blue Melange Oasi Cashmere Crewneck $3250 (standard Oasi Cashmere Crewneck $1790; Cashseta $1590). Outerwear pair = blouson: low Microfiber Motorin 100cc Blouson $3250, high Leather Blouson $9990 (Suede Blouson $7450-9950, Light Blue Suede Blouson $9950); next cheapest paired style is bomber (Oasi Lino Bomber $3750 to Nappa Leather Bomber $7950); vests, overshirts, ski pants excluded. Shoes (loafer): low Suede Mocassin Corso Loafer $1350 (Sabbia Loafer Mule also $1350), high Dark Brown Suede Loafer $1890 (Leather Loafers $1690, SECONDSKIN Mocassin $1650)."
Bottega Veneta,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NC,NC,NC,NC,NC,NC,NC,SKIP,https://www.bottegaveneta.com/en-us,NC,partial,https://www.bottegaveneta.com/en-us/men/ready-to-wear/knitwear | https://www.bottegaveneta.com/en-us/men-collection-us/men-clothing/knitwear,"Not reached: bottegaveneta.com loads (tab title showed Men's Designer Knitwear | Bottega Veneta US, redirected to /en-us/men-collection-us/men-clothing/knitwear) but every browser-extension call on the page (javascript, page text, screenshot, navigate away) failed, twice in two fresh tabs; the tab had to be closed each time. Needs a different method (manual check or non-extension browser)."
Charvet,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,NC,NC,NC,NC,NC,NC,NC,NC,https://charvet.com,NC,partial,https://charvet.com,"No online store: charvet.com (2026-09-18) is a single holding page with the Place Vendome address, phone, contact email, Instagram link and opening hours; no product pages, prices or site search. All garment cells, not_a_staple and search_url left NC; prices would need a store/phone enquiry or a stockist, which the rules exclude."
Husbands,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,690,690,2450,3480,720,930,-,SKIP,https://husbands-paris.com/en,USD_landed,complete,https://husbands-paris.com/en/products.json | https://husbands-paris.com/products.json | https://husbands-paris.com/en/products/trench-coat-en-gabardine-de-polycoton-bleu-marine | https://husbands-paris.com/en/collections/knitwear | https://husbands-paris.com/en/collections/blouson | https://husbands-paris.com/en/pages/delivery,"Sweater: only crewneck is Crewneck Sweater in Brushed Superfine Alpaca Blend (Cream/Ink/Blush) $690, which is also the only elevated-fibre crewneck, so low = high = 690 (knitwear page lists 14 items: cashmere turtlenecks $780-810, lambswool/merino V-necks $490-520 excluded). Outerwear pair = double-breasted coat: low Double-Breasted Coat in Twill Navy $2450, high Double-Breasted Coat in Camel Hair $3480 (camel hair treated as elevated fibre; no suede/leather/shearling/cashmere outerwear exists; cheaper styles Track Jacket $490, Trucker $750, Zipped Jacket $1370, Trench $1908-2140, Car Coat $1930-2830 have no elevated version). Shoes (loafer): Strap Loafers in Lambskin Burgundy $720 to Penny Loafers in Aniline Kidskin $930. Currency: Shopify.currency USD rate 1.2 (base EUR) but root and /en products.json return US prices: Trench Coat Navy feed 2140 = page displays $2,140, .js 214000; knitwear and blouson pages displayed prices match feed. Delivery page says all orders ship DDP (duties and taxes included) so USD_landed. Feed 159 products, no markdowns; collection products.json endpoints return 0 so category pages were used to confirm."
Brioni,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,945,2095,1995,15000,995,1750,-,SKIP,https://www.brioni.com/en/us,USD,complete,https://www.brioni.com/en/us/ca/knitwear | https://www.brioni.com/en/us/pr/essential-charcoal-grey-wool-cashmere-and-silk-crewneck-sweater-UMQ90WOZK121200 | https://www.brioni.com/en/us/ca/outerwear-and-coats | https://www.brioni.com/en/us/ca/leatherwear | https://www.brioni.com/en/us/ca/loafers,"Category pages read after clicking Load More until gone (no stated count; knitwear 79 tiles, outerwear 40, leatherwear 16, loafers 22); no strike-through prices seen. Sweater (entry already premium fibre, so high = dearest regular crewneck): low Essential charcoal grey wool, cashmere and silk crewneck $945 (UMQ90WOZK121200; page shows $945 with no markdown; Essential black / navy versions are $1195 under different codes), high Black and white 180's mouline wool crewneck $2095; dearest cashmere crewneck is Purple / Steel blue cashmere and silk crewneck $1995. Outerwear pair = shirt collar blouson: low Dark grey herringbone wool shirt collar blouson $1995, high Black leather shirt collar blouson with alligator details $15000 (without exotic trim: Navy blue nubuck $10400, Taupe shearling $9350, suede $5400). Shoes (loafer): low City Deck loafers (nubuck) $995, high Calfskin Elysium penny loafers $1750 (Appia penny/tassel $1395, College $1495); if City Deck is treated as a deck shoe, low = $1395 Appia."
Isaia,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,1250,2495,3500,5795,1140,1650,-,SKIP,https://www.isaia.us,USD,complete,https://www.isaia.us/products.json | https://www.isaia.us/products/fw26-mg8473-000-y0568-crew-neck-wool | https://www.isaia.us/products/fw25-shc002-000-pls38-penny-loafer-calf | https://www.isaia.us/products/fw26-mg8013-000-yp005-crew-neck-wool | https://www.isaia.it/products.json,"Domain www.isaia.it is the EUR/Italy Shopify store (currency EUR, country IT, no /en-us locale); used the separate US Shopify store isaia.us (Shopify.currency USD rate 1.0, 431 products in feed, none marked down among cited items). Feed checked against live pages: Cashmere Crewneck 2495, Unlined Penny Loafer 1140, Filo di Corallo crewneck 1250 all match displayed $. Sweater low = Filo Di Corallo Wool Crewneck Sweater (15.5 micron wool) $1,250; high = Cashmere Crewneck Sweater MG8473 Y0568 $2,495 (title says cashmere, handle says wool; composition not shown in page text). Other cashmere crews 1495/1595/1650/2295. Outerwear: cheapest jacket style also sold in elevated material is the varsity bomber: low = Techno Cotton Silk Aqua Varsity Jacket $3,500 (wool Varsity Jacket $3,795); elevated versions Aqua Suede Varsity Bomber $5,495, Cashmere Storm Quilted Varsity Bomber $5,795 and Peruvian Alpaca Varsity Bomber $5,795 -> high 5795. Reversible vests (2750) excluded as gilets. Shoes: all ISAIA-label loafers: low Unlined Penny Loafer (suede) $1,140; high Penny Loafer / AMF Penny Loafer (calf) $1,650; some fw24/ss25 items still listed in the current range were counted."
The Row,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,1250,2100,2650,14000,990,1990,-,SKIP,https://www.therow.com,USD,complete,https://www.therow.com/collections/men-sweaters-sweatshirts/products.json | https://www.therow.com/collections/men-coats-outerwear/products.json | https://www.therow.com/collections/men-jackets-blazers/products.json | https://www.therow.com/collections/men-shoes/products.json | https://www.therow.com/products/laing-top-black | https://www.therow.com/products/verna-coat-black,"Shopify US store (currency USD rate 1.0, country US); used men's collection feeds (sweaters-sweatshirts 81 products, coats-outerwear 25, jackets-blazers 43, shoes 56); live-page check Laing Sweater $1,250 and Verna Coat $2,650 match feed. No markdowns among cited items. Neckline taken from product descriptions (titles do not state it). Sweater low = Laing Sweater (crewneck, textured Japanese silk; listed but sold out) $1,250; cheapest cashmere crew is Benji Crew Neck Sweater $1,290; high = Nanni Sweater (crewneck, textured cashmere) $2,100, tied with Auguste Sweater (crewneck top, Japanese cashmere) $2,100. Outerwear: cheapest jacket style also sold in elevated material is the car coat: low = Verna Coat (car coat, cotton poplin) $2,650; high = Sitali Coat (car coat, tumbled calfskin leather) $14,000 (cashmere Theobald car coat $7,200). Alternative pairing if car coats are judged out of scope: bomber, Orianel Jacket silk poplin $2,950 to Setsen Jacket calfskin leather $8,500 (Ramiro suede bomber $5,950). Denim jackets from $1,450 have no elevated version. Shoes: low = Canal Slip On Shoe, described as deconstructed loafer in suede, $990 (cheapest item with Loafer in its name: Men's Loafer / Soft Moccasin Two $1,350); high = Novus Tassel Loafer $1,990."
Lemaire,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,690,690,1150,3460,970,990,-,SKIP,https://www.lemaire.fr,USD,complete,https://www.lemaire.fr/collections/men-knitwear-and-jersey/products.json | https://www.lemaire.fr/collections/men-coats/products.json | https://www.lemaire.fr/collections/men-shoes/products.json | https://www.lemaire.fr/collections/men-knitwear-and-jersey | https://www.lemaire.fr/collections/men-shoes | https://www.lemaire.fr/collections/men-coats | https://www.lemaire.fr/products/v-neck-sweater-unisex-bk502-stone-lk1062-cashmere-po0044-lk1062-bk502,"range sweater: no cashmere crewneck in current men's knitwear; the only crewnecks are Crew Neck Sweater in Mouline Fine Merino Wool and Crew Neck Sweater in Alpaca Blend, both $690, so low = high = 690 (cashmere only in V-neck $1,190 and hooded $1,390; yak alpaca high neck $1,360). Shopify Markets store (USD active, rate 1.17608); root feed read from US session, /en-us path 404; checked feed vs storefront: V-Neck Sweater in Cashmere $1,190, Formal Slip On $970, Trucker/Boxy/Harrington tiles all match displayed USD. Collection feeds list one product per colourway (knitwear 34, coats 43, shoes 27); storefront knitwear pages consistent. Outerwear: cheapest style also in elevated material = workwear jacket: low Single Breasted Workwear Jacket in Cotton Satin $1,150; high Leather Workwear Jacket in Grained Cow Leather $3,460. Alternative pairing = blouson: Light Zipped Blouson in Dry Silk $1,360 to Leather Blouson in Tumbled Cow Leather $4,510. Denim trucker/boxy jackets ($770-990) have no elevated twin; overshirts excluded. Shoes: only two styles described as loafers: Formal Slip On in Shiny Vegetable Leather $970 and Hairy Slippers in Hairy Goatskin Leather $990. Private-sales section excluded."
Jil Sander,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,990,1850,1290,6990,1150,1490,-,SKIP,https://www.jilsander.com/en-us,USD,complete,https://www.jilsander.com/en-us/men/ready-to-wear/knitwear-and-sweatshirts | https://www.jilsander.com/en-us/men/ready-to-wear/coats-and-jackets | https://www.jilsander.com/en-us/men/accessories/shoes | https://www.jilsander.com/en-us/leather-jacket/J21SW0127J07231001.html | https://www.jilsander.com/en-us/double-cashmere-coat/J21AA0212J35066036.html,"range outerwear: no entry/elevated pair outside runway pieces - the only cashmere coat (Double Cashmere Coat $6,390) carries the RUNWAY badge and is excluded, and the single Leather Jacket ($6,990, oversized soft leather, raw edges) has no fabric twin; plain range of non-runway outerwear (excluding tailored jackets, overshirt, vests) = Wool Melton Zip-Up Jacket $1,290 to Leather Jacket $6,990. US storefront, USD, read from category tiles (all categories showed full counts: knitwear 32 of 32, coats and jackets 31 of 31, shoes 26 of 26 tiles); no strikethrough prices seen. Sweater low = Wool Crew-Neck Sweater $990; high = Cashmere Blend Crew-Neck Sweater $1,850 (only cashmere-fibre crewneck; a RUNWAY Wool Blend Crew-Neck $1,390 excluded; other wool crews $1,250-1,650). Shoes: Loafer $1,150 and Loafer $1,490 (two loafer models); RUNWAY Elbe Slipper $790 excluded; Jil Sander x Puma collaboration sneakers excluded. ?sz=200 param redirected to the homepage, plain category URLs loaded everything."
